iteration,theta_1,loss_a,loss_b,loss,L2-error,objective,objective-error,constraint-error,runtime
44900,1000.0,1.5722312,1.0410627e-06,1.5727518,0.17333062,1.57222,0.0009063482,0.0008176924,408.68710565567017
45000,1000.0,1.572155,1.0435765e-06,1.5726768,0.17362057,1.5721712,0.0008752346,0.0009853946,409.4271311759949
45100,1000.0,1.5723778,2.757879e-06,1.5737567,0.17428823,1.5721105,0.0008366108,0.0014595416,410.1770668029785
45200,1000.0,1.5722187,1.0353579e-06,1.5727364,0.1735984,1.5721934,0.0008894205,0.0006076029,410.98196935653687
45300,1000.0,1.5721447,1.0642843e-06,1.5726769,0.17370221,1.5721791,0.0008802414,0.0010341171,411.7935769557953
45400,1000.0,1.5721055,1.9713918e-06,1.5730913,0.1734273,1.5722234,0.000908494,0.0014718039,412.5167374610901
45500,1000.0,1.5720367,1.0366971e-06,1.5725551,0.17382732,1.572032,0.0007866621,0.0013093379,413.22792410850525
45600,1000.0,1.5719911,1.0515015e-06,1.5725168,0.17378204,1.5720497,0.0007978678,0.0012336944,413.9167642593384
45700,1000.0,1.5720793,2.169352e-06,1.573164,0.1747983,1.5717548,0.00061011314,0.0018074304,414.6170587539673
45800,1000.0,1.5718125,1.0449935e-06,1.572335,0.17410974,1.5718591,0.0006765127,0.0005054283,415.3367671966553
45900,1000.0,1.5718665,1.1092256e-06,1.5724211,0.17440884,1.5718486,0.000669837,0.0016689877,416.02907037734985
46000,1000.0,1.57192,1.0416857e-06,1.5724409,0.17408013,1.5718999,0.00070250034,0.0011286037,416.7570424079895
46100,1000.0,1.571953,1.0322965e-06,1.5724692,0.17408244,1.5719521,0.00073575974,0.0014766217,417.44698905944824
46200,1000.0,1.5720911,1.0360974e-06,1.5726092,0.1743401,1.5720834,0.00081932545,0.0011428167,418.19792556762695
46300,1000.0,1.5722079,1.4073232e-06,1.5729116,0.1741374,1.5721939,0.0008896589,0.0017538335,418.906973361969
46400,1000.0,1.5722018,1.0429803e-06,1.5727234,0.17426583,1.5721809,0.0008814335,0.0012159704,419.66698145866394
46500,1000.0,1.5718987,1.0427016e-06,1.57242,0.17435247,1.5718985,0.0007016659,0.0014390451,420.38005328178406
46600,1000.0,1.5718476,1.1298972e-06,1.5724125,0.17438091,1.5720011,0.00076699257,0.0021435404,421.0869343280792
46700,1000.0,1.5717996,1.0310755e-06,1.5723152,0.17462306,1.5717831,0.00062811375,0.0017069763,421.82692432403564
46800,1000.0,1.5717301,1.169483e-06,1.5723149,0.17470619,1.5716784,0.00056147575,0.00118291,422.5570378303528
46900,1000.0,1.5717479,1.1040324e-06,1.5723,0.17469947,1.5717652,0.00061678886,0.0010607723,423.2770013809204
47000,1000.0,1.5716599,1.0457297e-06,1.5721828,0.17494562,1.5716723,0.00055766106,0.00034057273,423.9869575500488
47100,1000.0,1.571837,1.0451708e-06,1.5723596,0.17523879,1.5717938,0.0006350279,0.0009144885,424.70693922042847
47200,1000.0,1.5718411,1.0448495e-06,1.5723635,0.1752448,1.5718257,0.00065529346,0.0010827987,425.4309663772583
47300,1000.0,1.5718279,1.0385157e-06,1.5723472,0.17545289,1.5718989,0.0007019043,0.0012717231,426.13694071769714
47400,1000.0,1.5717882,1.0372987e-06,1.5723069,0.17546032,1.5718282,0.0006569624,0.0008793811,426.8669629096985
47500,1000.0,1.5718416,1.0321423e-06,1.5723577,0.17552821,1.571743,0.00060260296,0.00079269696,427.5869565010071
47600,1000.0,1.571659,1.90551e-06,1.5726117,0.17508249,1.5718951,0.0006995201,0.0013710255,428.3169674873352
47700,1000.0,1.5718187,1.0335752e-06,1.5723355,0.17559983,1.5718267,0.0006558895,0.0012768588,429.0971305370331
47800,1000.0,1.5718149,1.0448928e-06,1.5723374,0.17563343,1.5718027,0.0006406307,0.0013904178,429.8569588661194
47900,1000.0,1.5718402,1.1477133e-06,1.572414,0.17553543,1.571869,0.0006828308,0.0016243743,430.5669548511505
48000,1000.0,1.5716747,1.0452997e-06,1.5721973,0.17588094,1.5716738,0.00055861473,0.0014502605,431.27996349334717
48100,1000.0,1.5717475,1.0220184e-06,1.5722586,0.17600761,1.5717083,0.00058054924,0.0013689302,431.99695014953613
48200,1000.0,1.5717883,2.2974818e-06,1.572937,0.17574131,1.5717851,0.00062942505,0.0010136501,432.69703698158264
48300,1000.0,1.5717893,1.0410537e-06,1.5723097,0.17584015,1.5717684,0.0006188154,0.0011302372,433.38710045814514
48400,1000.0,1.571688,1.1869453e-06,1.5722815,0.17574668,1.5717807,0.00062668324,0.0012070339,434.09895730018616
48500,1000.0,1.5716257,1.0418681e-06,1.5721467,0.17590208,1.5716034,0.00051379204,0.0004585171,434.79885506629944
48600,1000.0,1.5718554,1.0301073e-06,1.5723705,0.17566137,1.5718415,0.00066530704,0.0010602041,435.50692224502563
48700,1000.0,1.5717411,1.0847689e-06,1.5722835,0.17598645,1.5716065,0.0005156994,0.0010272911,436.1969633102417
48800,1000.0,1.5716981,1.0355793e-06,1.5722159,0.17579651,1.5717028,0.00057709217,0.0014634093,436.9279594421387
48900,1000.0,1.5717038,1.0620114e-06,1.5722347,0.1759635,1.5716909,0.0005694628,0.0011813431,437.657026052475
49000,1000.0,1.5717608,1.0329268e-06,1.5722772,0.17587842,1.571749,0.00060641766,0.0011027334,438.42686915397644
49100,1000.0,1.5716444,1.0361565e-06,1.5721625,0.17588362,1.5716594,0.0005494356,0.0014020551,439.1670536994934
49200,1000.0,1.5717034,1.1934854e-06,1.5723002,0.17611639,1.5715194,0.00046026707,0.0006819427,439.9020059108734
49300,1000.0,1.5717224,1.0324579e-06,1.5722386,0.17585045,1.571652,0.00054478645,0.0013016379,440.67673349380493
49400,1000.0,1.5715615,1.0386996e-06,1.5720809,0.17581017,1.5715489,0.00047910213,0.00055429095,441.44050335884094
49500,1000.0,1.5716789,1.0499944e-06,1.5722039,0.17581202,1.5716994,0.0005748272,0.0007519694,442.16692185401917
49600,1000.0,1.5716527,1.0432224e-06,1.5721743,0.1757789,1.5716225,0.0005259514,0.00079167046,442.8869490623474
49700,1000.0,1.5717129,1.0389359e-06,1.5722324,0.17573877,1.571691,0.000569582,0.0007853513,443.60207319259644
49800,1000.0,1.5716302,1.3540512e-06,1.5723072,0.17588156,1.5716137,0.00052034855,0.001292744,444.29057693481445
49900,1000.0,1.5715553,1.0235372e-06,1.572067,0.17575616,1.57158,0.0004988909,0.0005175695,445.00680470466614
50000,1000.0,1.5716271,1.047977e-06,1.5721512,0.17582692,1.5716662,0.00055372715,0.0009381606,445.7469940185547
